node1,node2,dist,visibility,sound,transitability,lockable,flow
151.1,29.5,12,0,0.33,0,0,0
151.1,29.6,12,0,0.33,0,0,0
151.1,31.4,12,0,0.33,0,0,0
151.1,31.5,8,0,0.66,0,0,0
151.1,31.6,4,0,0.8,0,0,0
151.1,31.7,4,1,1,1,1,2.5
151.1,73.1,15,0,0.33,0,0,0
151.1,79.1,14,0,0.33,0,0,0
151.1,83.1,14,0,0.33,0,0,0
151.1,89.1,14,0,0.33,0,0,0
151.1,109.1,14,0,0.33,0,0,0
151.1,113.1,12,0,0.33,0,0,0
151.1,127.1,10,0,0.66,0,0,0
151.1,131.1,8,0,0.66,0,0,0
151.1,137.1,7,0,0.66,0,0,0
151.1,139.1,4,0,0.7,0,0,0
151.1,149.1,2,0,0.8,0,0,0
151.1,157.1,3,0,0.8,0,0,0
151.1,181.1,15,0,0.33,0,0,0
151.1,191.1,13,0,0.33,0,0,0
151.1,193.1,10,0,0.66,0,0,0
151.1,197.1,10,0,0.66,0,0,0
151.1,197.2,8,0,0.66,0,0,0
151.1,204073.1,8,0,0.66,0,0,0
151.1,211.1,9,0,0.66,0,0,0
151.1,223.1,6,0,0.66,0,0,0
151.1,227.01,9,0,0.66,0,0,0
157.1,29.5,13,0,0.33,0,0,0
157.1,29.6,12,0,0.33,0,0,0
157.1,31.4,15,0,0.33,0,0,0
157.1,31.5,10,0,0.66,0,0,0
157.1,31.6,6,0,0.66,0,0,0
157.1,31.7,4,1,1,1,1,2.5
157.1,79.1,15,0,0.33,0,0,0
157.1,83.1,14,0,0.33,0,0,0
157.1,89.1,14,0,0.33,0,0,0
157.1,113.1,15,0,0.33,0,0,0
157.1,127.1,13,0,0.33,0,0,0
157.1,131.1,11,0,0.33,0,0,0
157.1,137.1,9,0,0.66,0,0,0
157.1,139.1,7,0,0.66,0,0,0
157.1,149.1,4,0,0.8,0,0,0
157.1,151.1,3,0,0.8,0,0,0
157.1,191.1,15,0,0.33,0,0,0
157.1,193.1,13,0,0.33,0,0,0
157.1,197.1,12,0,0.33,0,0,0
157.1,197.2,9,0,0.66,0,0,0
157.1,204073.1,8,0,0.66,0,0,0
157.1,211.1,8,0,0.66,0,0,0
157.1,223.1,6,0,0.66,0,0,0
157.1,227.01,8,0,0.66,0,0,0
163.1,2.4,14,0,0.33,0,0,0
163.1,2.5,9,0,0.66,0,0,0
163.1,1798.6,4,0,0.9,0,0,0
163.1,13.1,14,0,0.33,0,0,0
163.1,13.2,14,0,0.33,0,0,0
163.1,17.1,15,0,0.33,0,0,0
163.1,19.1,8,0,0.66,0,0,0
163.1,19.2,10,0,0.66,0,0,0
163.1,23.1,9,0,0.66,0,0,0
163.1,23.2,13,0,0.33,0,0,0
163.1,29.1,5,0,0.66,0,0,0
163.1,29.2,4,1,0.8,1,0,2.5
163.1,29.3,8,0,0.66,0,0,0
163.1,29.4,13,0,0.33,0,0,0
163.1,31.1,8,0,0.66,0,0,0
163.1,31.2,8,0,0.66,0,0,0
163.1,31.3,8,0,0.66,0,0,0
163.1,31.4,11,0,0.33,0,0,0
163.1,31.5,14,0,0.33,0,0,0
163.1,37.1,7,0,0.66,0,0,0
163.1,41.1,8,0,0.66,0,0,0
163.1,43.1,7,0,0.66,0,0,0
163.1,47.1,5,0,0.66,0,0,0
163.1,53.1,6,0.8,0.66,0,0,0
163.1,59.1,8,0,0.66,0,0,0
163.1,61.1,10,0,0.66,0,0,0
163.1,67.1,13,0,0.33,0,0,0
163.1,71.1,15,0,0.33,0,0,0
163.1,97.1,11,0,0.33,0,0,0
163.1,101.1,9,0,0.66,0,0,0
163.1,103.1,9,0,0.66,0,0,0
163.1,107.1,10,0,0.66,0,0,0
163.1,109.1,11,0,0.33,0,0,0
163.1,113.1,13,0,0.33,0,0,0
163.1,127.1,14,0,0.33,0,0,0
163.1,167.1,4,0,0.8,0,0,0
163.1,173.1,3,0,0.8,0,0,0
163.1,173.2,5,0,0.66,0,0,0
163.1,179.1,8,0,0.66,0,0,0
163.1,181.1,8,0,0.66,0,0,0
163.1,191.1,12,0,0.33,0,0,0
163.1,193.1,13,0,0.33,0,0,0
167.1,2.4,14,0,0.33,0,0,0
167.1,2.5,8,0,0.66,0,0,0
167.1,1798.6,3,0,0.9,0,0,0
167.1,13.1,14,0,0.33,0,0,0
167.1,13.2,16,0,0.33,0,0,0
167.1,17.1,13,0,0.33,0,0,0
167.1,17.2,14,0,0.33,0,0,0
167.1,19.1,9,0,0.66,0,0,0
167.1,19.2,13,0,0.33,0,0,0
167.1,23.1,8,0,0.66,0,0,0
167.1,23.2,9,0,0.66,0,0,0
167.1,29.1,7,0,0.66,0,0,0
167.1,29.2,7,0,0.66,0,0,0
167.1,29.3,9,0,0.66,0,0,0
167.1,31.1,4,0,0.8,0,0,0
167.1,31.2,4,1,1,1,0,2.5
167.1,31.3,7,0,0.66,0,0,0
167.1,31.4,10,0,0.66,0,0,0
167.1,31.5,14,0,0.33,0,0,0
167.1,37.1,8,0,0.66,0,0,0
167.1,41.1,6,0,0.66,0,0,0
167.1,43.1,9,0,0.66,0,0,0
167.1,47.1,9,0,0.66,0,0,0
167.1,53.1,9,0,0.66,0,0,0
167.1,59.1,11,0,0.33,0,0,0
167.1,61.1,13,0,0.33,0,0,0
167.1,97.1,7,0,0.66,0,0,0
167.1,101.1,6,0,0.66,0,0,0
167.1,103.1,5,0,0.66,0,0,0
167.1,107.1,7,0,0.66,0,0,0
167.1,109.1,9,0,0.66,0,0,0
167.1,113.1,11,0,0.33,0,0,0
167.1,127.1,12,0,0.33,0,0,0
167.1,131.1,14,0,0.33,0,0,0
167.1,163.1,4,0,0.8,0,0,0
167.1,173.1,6,0,0.66,0,0,0
167.1,173.2,4,0,0.8,0,0,0
167.1,179.1,9,0,0.66,0,0,0
167.1,181.1,8,0,0.66,0,0,0
167.1,191.1,13,0,0.33,0,0,0
167.1,193.1,12,0,0.33,0,0,0
173.1,2.5,12,0,0.33,0,0,0
173.1,1798.6,7,0,0.33,0,0,0
173.1,19.1,12,0,0.33,0,0,0
173.1,19.2,13,0,0.33,0,0,0
173.1,23.1,12,0,0.33,0,0,0
173.1,23.2,15,0,0.33,0,0,0
173.1,29.1,7,0,0.66,0,0,0
173.1,29.2,4,1,0.8,1,0,2.5
173.1,29.3,5,0,0.66,0,0,0
173.1,29.4,10,0,0.66,0,0,0
173.1,29.5,15,0,0.33,0,0,0
173.1,31.1,9,0,0.66,0,0,0.5
173.1,31.2,8,0,0.66,0,0,0
173.1,31.3,7,0,0.66,0,0,0
173.1,31.4,8,0,0.66,0,0,0
173.1,31.5,12,0,0.33,0,0,0
173.1,37.1,9,0,0.66,0,0,0
173.1,41.1,10,0,0.66,0,0,0
173.1,43.1,8,0,0.66,0,0,0
173.1,47.1,6,0,0.66,0,0,0
173.1,53.1,5,0,0.66,0,0,0
173.1,59.1,6,0,0.66,0,0,0
173.1,61.1,8,0,0.66,0,0,0
173.1,67.1,9,0,0.66,0,0,0
173.1,71.1,12,0,0.33,0,0,0
173.1,73.1,14,0,0.33,0,0,0
173.1,97.1,13,0,0.33,0,0,0
173.1,101.1,11,0,0.33,0,0,0
173.1,103.1,9,0,0.66,0,0,0
173.1,107.1,9,0,0.66,0,0,0
173.1,109.1,10,0,0.66,0,0,0
173.1,113.1,11,0,0.33,0,0,0
173.1,127.1,11,0,0.33,0,0,0
173.1,131.1,13,0,0.33,0,0,0
173.1,137.1,15,0,0.33,0,0,0
173.1,163.1,3,0,0.8,0,0,0
173.1,167.1,6,0,0.66,0,0,0
173.1,173.2,4,1,0.8,1,0,20
173.1,179.1,5,0,0.66,0,0,0
173.1,181.1,6,0,0.66,0,0,0
173.1,191.1,8,0,0.66,0,0,0
173.1,193.1,9,0,0.66,0,0,0
173.1,197.1,12,0,0.33,0,0,0
173.1,197.2,13,0,0.33,0,0,0
173.2,2.5,12,0,0.33,0,0,0
173.2,1798.6,7,0,0.33,0,0,0
173.2,19.1,13,0,0.33,0,0,0
173.2,19.2,15,0,0.33,0,0,0
173.2,23.1,13,0,0.33,0,0,0
173.2,23.2,13,0,0.33,0,0,0
173.2,29.1,9,0,0.66,0,0,0
173.2,29.2,6,0,0.66,0,0,0
173.2,29.3,8,0,0.66,0,0,0
173.2,29.4,12,0,0.33,0,0,0
173.2,31.1,7,0,0.66,0,0,0
173.2,31.2,4,1,1,1,0,2.5
173.2,31.3,4,0,0.8,0,0,0
173.2,31.4,7,0,0.66,0,0,0
173.2,31.5,10,0,0.66,0,0,0
173.2,37.1,10,0,0.66,0,0,0
173.2,41.1,9,0,0.66,0,0,0
173.2,43.1,11,0,0.33,0,0,0
173.2,47.1,9,0.8,0.66,0,0,0
173.2,53.1,8,0,0.66,0,0,0
173.2,59.1,9,0,0.66,0,0,0
173.2,61.1,11,0,0.33,0,0,0
173.2,67.1,13,0,0.33,0,0,0
173.2,71.1,14,0,0.33,0,0,0
173.2,97.1,10,0,0.66,0,0,0
173.2,101.1,8,0,0.66,0,0,0
173.2,103.1,6,0,0.66,0,0,0
173.2,107.1,6,0,0.66,0,0,0
173.2,109.1,7,0,0.66,0,0,0
173.2,113.1,8,0,0.66,0,0,0
173.2,127.1,9,0,0.66,0,0,0
173.2,131.1,11,0,0.33,0,0,0
173.2,137.1,13,0,0.33,0,0,0
173.2,139.1,14,0,0.33,0,0,0
173.2,163.1,5,0,0.66,0,0,0
173.2,167.1,4,0,0.8,0,0,0
173.2,173.1,4,1,0.8,1,0,20
173.2,179.1,7,0,0.66,0,0,0
173.2,181.1,4,0,0.8,0,0,0
173.2,191.1,9,0,0.66,0,0,0
173.2,193.1,8,0,0.66,0,0,0
173.2,197.1,13,0,0.33,0,0,0
173.2,197.2,13,0,0.33,0,0,0
179.1,1798.6,11,0,0.33,0,0,0
179.1,29.1,12,0,0.33,0,0,0
179.1,29.2,7,0,0.66,0,0,0
179.1,29.3,6,1,0.66,1,0,2.5
179.1,29.4,7,0,0.66,0,0,0
179.1,29.5,10,0,0.66,0,0,0
179.1,29.6,14,0,0.33,0,0,0
179.1,31.1,14,0,0.33,0,0,0
179.1,31.2,9,0,0.66,0,0,0
179.1,31.3,7,0,0.66,0,0,0
179.1,31.4,8,0,0.66,0,0,0
179.1,31.5,8,0,0.66,0,0,0
179.1,31.6,12,0,0.33,0,0,0
179.1,37.1,14,0,0.33,0,0,0
179.1,41.1,15,0,0.33,0,0,0
179.1,43.1,14,0,0.33,0,0,0
179.1,47.1,10,0,0.66,0,0,0
179.1,53.1,7,0,0.66,0,0,0
179.1,59.1,5,0.8,0.66,0,0,0
179.1,61.1,6,0,0.66,0,0,0
179.1,67.1,6,0,0.66,0,0,0
179.1,71.1,8,0,0.66,0,0,0
179.1,73.1,10,0,0.66,0,0,0
179.1,79.1,11,0,0.33,0,0,0
179.1,83.1,14,0,0.33,0,0,0
179.1,101.1,15,0,0.33,0,0,0
179.1,103.1,12,0,0.33,0,0,0
179.1,107.1,10,0,0.66,0,0,0
179.1,109.1,9,0,0.66,0,0,0
179.1,113.1,9,0,0.66,0,0,0
179.1,127.1,9,0,0.66,0,0,0
179.1,131.1,10,0,0.66,0,0,0
179.1,137.1,11,0,0.33,0,0,0
179.1,139.1,13,0,0.33,0,0,0
179.1,149.1,14,0,0.33,0,0,0
179.1,163.1,8,0,0.66,0,0,0
179.1,167.1,9,0,0.66,0,0,0
179.1,173.1,5,0,0.66,0,0,0
179.1,173.2,7,0,0.66,0,0,0
179.1,181.1,4,0,0.8,0,0,0
179.1,191.1,4,0,0.8,0,0,0
179.1,193.1,6,0,0.66,0,0,0
179.1,197.1,8,0,0.66,0,0,0
179.1,197.2,8,0,0.66,0,0,0
179.1,204073.1,11,0,0.33,0,0,0
179.1,211.1,14,0,0.33,0,0,0
179.1,223.1,15,0,0.33,0,0,0
181.1,1798.6,10,0,0.66,0,0,0
181.1,29.1,12,0,0.33,0,0,0
181.1,29.2,8,0,0.66,0,0,0
181.1,29.3,8,0,0.66,0,0,0
181.1,29.4,8,0,0.66,0,0,0
181.1,29.5,13,0,0.33,0,0,0
181.1,31.1,11,0,0.33,0,0,0
181.1,31.2,6,0,0.66,0,0,0
181.1,31.3,4,0,0.8,0,0,0
181.1,31.4,4,1,1,1,0,2.5
181.1,31.5,7,0,0.66,0,0,0
181.1,31.6,11,0,0.33,0,0,0
181.1,37.1,14,0,0.33,0,0,0
181.1,41.1,13,0,0.33,0,0,0
181.1,43.1,15,0,0.33,0,0,0
181.1,47.1,11,0,0.33,0,0,0
181.1,53.1,9,0,0.66,0,0,0
181.1,59.1,8,0,0.66,0,0,0
181.1,61.1,9,0,0.66,0,0,0
181.1,67.1,10,0,0.66,0,0,0
181.1,71.1,11,0,0.33,0,0,0
181.1,73.1,13,0,0.33,0,0,0
181.1,79.1,15,0,0.33,0,0,0
181.1,97.1,14,0,0.33,0,0,0
181.1,101.1,11,0,0.33,0,0,0
181.1,103.1,8,0,0.66,0,0,0
181.1,107.1,6,0,0.66,0,0,0
181.1,109.1,6,0.8,0.66,0,0,0
181.1,113.1,6,0,0.66,0,0,0
181.1,127.1,7,0,0.66,0,0,0
181.1,131.1,8,0,0.66,0,0,0
181.1,137.1,8,0,0.66,0,0,0
181.1,139.1,11,0,0.33,0,0,0
181.1,149.1,13,0,0.33,0,0,0
181.1,151.1,15,0,0.33,0,0,0
181.1,163.1,8,0,0.66,0,0,0
181.1,167.1,8,0,0.66,0,0,0
181.1,173.1,6,0,0.66,0,0,0
181.1,173.2,4,0,0.8,0,0,0
181.1,179.1,4,0,0.8,0,0,0
181.1,191.1,6,0,0.66,0,0,0
181.1,193.1,5,0,0.66,0,0,0
181.1,197.1,9,0,0.66,0,0,0
181.1,197.2,8,0,0.66,0,0,0
181.1,204073.1,13,0,0.33,0,0,0
181.1,223.1,15,0,0.33,0,0,0
191.1,1798.6,15,0,0.33,0,0,0
191.1,29.2,11,0,0.33,0,0,0
191.1,29.3,6,0,0.66,0,0,0
191.1,29.4,4,1,1,1,0,2.5
191.1,29.5,7,0,0.66,0,0,0
191.1,29.6,10,0,0.66,0,0,0
191.1,31.2,12,0,0.33,0,0,0
191.1,31.3,9,0,0.66,0,0,0
191.1,31.4,8,0,0.66,0,0,0
191.1,31.5,7,0,0.66,0,0,0
191.1,31.6,9,0,0.66,0,0,0
191.1,31.7,12,0,0.33,0,0,0
191.1,47.1,14,0,0.33,0,0,0
191.1,53.1,10,0,0.66,0,0,0
191.1,59.1,6,0,0.66,0,0,0
191.1,61.1,6,0,0.66,0,0,0
191.1,67.1,5,0,0.66,0,0,0
191.1,71.1,6,0,0.66,0,0,0
191.1,73.1,7,0,0.66,0,0,0
191.1,79.1,8,0,0.66,0,0,0
191.1,83.1,10,0,0.33,0,0,0
191.1,89.1,13,0,0.33,0,0,0
191.1,103.1,15,0,0.33,0,0,0
191.1,107.1,12,0,0.33,0,0,0
191.1,109.1,11,0,0.33,0,0,0
191.1,113.1,9,0,0.66,0,0,0
191.1,127.1,9,0,0.66,0,0,0
191.1,131.1,9,0,0.66,0,0,0
191.1,137.1,9,0,0.66,0,0,0
191.1,139.1,10,0,0.66,0,0,0
191.1,149.1,12,0,0.33,0,0,0
191.1,151.1,13,0,0.33,0,0,0
191.1,157.1,15,0,0.33,0,0,0
191.1,163.1,12,0,0.33,0,0,0
191.1,167.1,13,0,0.33,0,0,0
191.1,173.1,8,0,0.66,0,0,0
191.1,173.2,9,0,0.66,0,0,0
191.1,179.1,4,0,0.8,0,0,0
191.1,181.1,6,0,0.66,0,0,0
191.1,193.1,4,0,0.8,0,0,0
191.1,197.1,4,0,0.8,0,0,0
191.1,197.2,6,0,0.66,0,0,0
191.1,204073.1,8,0,0.66,0,0,0
191.1,211.1,10,0,0.33,0,0,0
191.1,223.1,11,0,0.33,0,0,0
191.1,227.01,14,0,0.33,0,0,0
193.1,1798.6,15,0,0.33,0,0,0
193.1,29.2,12,0,0.33,0,0,0
193.1,29.3,8,0,0.66,0,0,0
193.1,29.4,7,0,0.66,0,0,0
193.1,29.5,9,0,0.66,0,0,0
193.1,29.6,12,0,0.33,0,0,0
193.1,31.2,10,0,0.66,0,0,0
193.1,31.3,7,0,0.66,0,0,0
193.1,31.4,4,0,0.8,0,0,0
193.1,31.5,4,1,1,1,0,2.5
193.1,31.6,7,0,0.66,0,0,0
193.1,31.7,10,0,0.66,0,0,0
193.1,53.1,12,0,0.33,0,0,0
193.1,59.1,10,0,0.66,0,0,0
193.1,61.1,9,0,0.66,0,0,0
193.1,67.1,9,0,0.66,0,0,0
193.1,71.1,9,0,0.66,0,0,0
193.1,73.1,10,0,0.66,0,0,0
193.1,79.1,11,0,0.33,0,0,0
193.1,83.1,13,0,0.33,0,0,0
193.1,89.1,15,0,0.33,0,0,0
193.1,103.1,13,0,0.33,0,0,0
193.1,107.1,9,0,0.66,0,0,0
193.1,109.1,7,0,0.66,0,0,0
193.1,113.1,6,0,0.66,0,0,0
193.1,127.1,6,0,0.66,0,0,0
193.1,131.1,6,0,0.66,0,0,0
193.1,137.1,6,0.8,0.66,0,0,0
193.1,139.1,8,0,0.66,0,0,0
193.1,149.1,8,0,0.66,0,0,0
193.1,151.1,10,0,0.66,0,0,0
193.1,157.1,13,0,0.33,0,0,0
193.1,163.1,13,0,0.33,0,0,0
193.1,167.1,12,0,0.33,0,0,0
193.1,173.1,9,0,0.66,0,0,0
193.1,173.2,8,0,0.66,0,0,0
193.1,179.1,6,0,0.66,0,0,0
193.1,181.1,5,0,0.66,0,0,0
193.1,191.1,4,0,0.8,0,0,0
193.1,197.1,6,0,0.66,0,0,0
193.1,197.2,4,0,0.8,0,0,0
193.1,204073.1,8,0,0.66,0,0,0
193.1,211.1,11,0,0.33,0,0,0
193.1,223.1,10,0,0.66,0,0,0
193.1,227.01,14,0,0.33,0,0,0
197.1,29.2,14,0,0.33,0,0,0
197.1,29.3,9,0,0.66,0,0,0
197.1,29.4,4,1,1,1,0,2.5
197.1,29.5,4,0,0.8,0,0,0
197.1,29.6,7,0,0.66,0,0,0
197.1,31.3,13,0,0.33,0,0,0
197.1,31.4,9,0,0.66,0,0,0
197.1,31.5,7,0,0.66,0,0,0
197.1,31.6,8,0,0.66,0,0,0
197.1,31.7,9,0,0.66,0,0,0
197.1,53.1,14,0,0.33,0,0,0
197.1,59.1,10,0,0.66,0,0,0
197.1,61.1,8,0,0.66,0,0,0
197.1,67.1,6,0,0.66,0,0,0
197.1,71.1,5,0.8,0.66,0,0,0
197.1,73.1,5,0,0.66,0,0,0
197.1,79.1,7,0,0.66,0,0,0
197.1,83.1,7,0,0.66,0,0,0
197.1,89.1,9,0,0.66,0,0,0
197.1,107.1,15,0,0.33,0,0,0
197.1,109.1,13,0,0.33,0,0,0
197.1,113.1,11,0,0.33,0,0,0
197.1,127.1,10,0,0.66,0,0,0
197.1,131.1,9,0,0.66,0,0,0
197.1,137.1,9,0,0.66,0,0,0
197.1,139.1,9,0,0.66,0,0,0
197.1,149.1,9,0,0.66,0,0,0
197.1,151.1,10,0,0.66,0,0,0
197.1,157.1,12,0,0.33,0,0,0
197.1,173.1,12,0,0.33,0,0,0
197.1,173.2,13,0,0.33,0,0,0
197.1,179.1,8,0,0.66,0,0,0
197.1,181.1,9,0,0.66,0,0,0
197.1,191.1,4,0,0.8,0,0,0
197.1,193.1,6,0,0.66,0,0,0
197.1,197.2,4,1,1,1,0,20
197.1,204073.1,4,0,0.8,0,0,0
197.1,211.1,6,0,0.66,0,0,0
197.1,223.1,7,0,0.66,0,0,0
197.1,227.01,10,0,0.66,0,0,0
197.2,29.3,11,0,0.33,0,0,0
197.2,29.4,7,0.8,0.66,0,0,0
197.2,29.5,7,0,0.66,0,0,0
197.2,29.6,9,0,0.66,0,0,0
197.2,31.2,14,0,0.33,0,0,0
197.2,31.3,11,0,0.33,0,0,0
197.2,31.4,7,0,0.66,0,0,0
197.2,31.5,4,1,1,1,0,2.5
197.2,31.6,4,0,0.8,0,0,0
197.2,31.7,7,0,0.66,0,0,0
197.2,59.1,12,0,0.33,0,0,0
197.2,61.1,11,0,0.33,0,0,0
197.2,67.1,9,0,0.66,0,0,0
197.2,71.1,9,0.4,0.66,0,0,0
197.2,73.1,9,0,0.66,0,0,0
197.2,79.1,9,0,0.66,0,0,0
197.2,83.1,10,0,0.66,0,0,0
197.2,89.1,11,0,0.33,0,0,0
197.2,107.1,13,0,0.33,0,0,0
197.2,109.1,10,0,0.66,0,0,0
197.2,113.1,9,0,0.66,0,0,0
197.2,127.1,8,0,0.66,0,0,0
197.2,131.1,7,0.8,0.66,0,0,0
197.2,139.1,6,0,0.66,0,0,0
197.2,149.1,7,0,0.66,0,0,0
197.2,151.1,8,0,0.66,0,0,0
197.2,157.1,9,0,0.66,0,0,0
197.2,173.1,13,0,0.33,0,0,0
197.2,173.2,13,0,0.33,0,0,0
197.2,179.1,8,0,0.66,0,0,0
197.2,181.1,8,0,0.66,0,0,0
197.2,191.1,6,0,0.66,0,0,0
197.2,193.1,4,0,0.8,0,0,0
197.2,197.1,4,1,1,1,0,1
197.2,204073.1,4,0,0.33,0,0,0
197.2,211.1,8,0,0.66,0,0,0
197.2,223.1,7,0,0.66,0,0,0
197.2,227.01,10,0,0.66,0,0,0
204073.1,29.3,13,0,0.33,0,0,0
204073.1,29.4,7,0,0.66,0,0,0
204073.1,29.5,4,1,0.8,1,0,20
204073.1,29.6,6,0,0.66,0,0,0
204073.1,31.3,15,0,0.33,0,0,0
204073.1,31.4,12,0,0.33,0,0,0
204073.1,31.5,8,0,0.66,0,0,0
204073.1,31.6,6,1,1,1,0,20
204073.1,31.7,6,0,0.66,0,0,0
204073.1,59.1,14,0,0.33,0,0,0
204073.1,61.1,12,0,0.33,0,0,0
204073.1,67.1,10,0,0.66,0,0,0
204073.1,71.1,8,0,0.66,0,0,0
204073.1,73.1,8,0.8,0.5,0,0,0
204073.1,79.1,7,0.8,0.5,0,0,0
204073.1,83.1,7,0,0.66,0,0,0
204073.1,89.1,8,0,0.66,0,0,0
204073.1,109.1,15,0,0.33,0,0,0
204073.1,113.1,13,0,0.33,0,0,0
204073.1,127.1,11,0,0.33,0,0,0
204073.1,131.1,9,0,0.66,0,0,0
204073.1,137.1,6,0,0.66,0,0,0
204073.1,139.1,8,0,0.66,0,0,0
204073.1,149.1,8,0,0.66,0,0,0
204073.1,151.1,8,0,0.66,0,0,0
204073.1,157.1,8,0,0.66,0,0,0
204073.1,179.1,11,0,0.33,0,0,0
204073.1,181.1,13,0,0.33,0,0,0
204073.1,191.1,8,0,0.66,0,0,0
204073.1,193.1,8,0,0.66,0,0,0
204073.1,197.1,4,0,0.8,0,0,0
204073.1,197.2,4,0,0.33,0,0,0
204073.1,211.1,4,1,0.9,1,1,2.5
204073.1,223.1,4,1,0.9,1,1,2.5
204073.1,227.01,7,1,1,1,0,20
211.1,29.4,8,0,0.66,0,0,0
211.1,29.5,4,0,0.8,0,0,0
211.1,29.6,4,0,0.8,0,0,0
211.1,31.4,15,0,0.33,0,0,0
211.1,31.5,11,0,0.33,0,0,0
211.1,31.6,8,0,0.66,0,0,0
211.1,31.7,7,0,0.66,0,0,0
211.1,61.1,13,0,0.33,0,0,0
211.1,67.1,11,0,0.33,0,0,0
211.1,71.1,8,0,0.66,0,0,0
211.1,73.1,8,0,0.66,0,0,0
211.1,79.1,6,0,0.66,0,0,0
211.1,83.1,5,0,0.66,0,0,0
211.1,89.1,5,0,0.66,0,0,0
211.1,127.1,15,0,0.33,0,0,0
211.1,131.1,13,0,0.33,0,0,0
211.1,137.1,12,0,0.33,0,0,0
211.1,139.1,10,0,0.66,0,0,0
211.1,149.1,9,0,0.66,0,0,0
211.1,151.1,9,0,0.66,0,0,0
211.1,157.1,8,0,0.66,0,0,0
211.1,179.1,14,0,0.33,0,0,0
211.1,191.1,10,0,0.33,0,0,0
211.1,193.1,11,0,0.33,0,0,0
211.1,197.1,6,0,0.66,0,0,0
211.1,197.2,8,0,0.66,0,0,0
211.1,204073.1,4,1,0.9,1,1,2.5
211.1,223.1,4,0,0.8,0,0,0
211.1,227.01,4,0,0.8,0,0,0
223.1,29.4,11,0,0.33,0,0,0
223.1,29.5,8,0,0.66,0,0,0
223.1,29.6,7,0,0.66,0,0,0
223.1,31.4,14,0,0.33,0,0,0
223.1,31.5,9,0,0.66,0,0,0
223.1,31.6,5,0,0.66,0,0,0
223.1,31.7,4,0,0.8,0,0,0
223.1,67.1,14,0,0.33,0,0,0
223.1,71.1,11,0,0.33,0,0,0
223.1,73.1,10,0,0.66,0,0,0
223.1,79.1,9,0,0.66,0,0,0
223.1,83.1,9,0,0.66,0,0,0
223.1,89.1,9,0,0.66,0,0,0
223.1,113.1,14,0,0.33,0,0,0
223.1,127.1,13,0,0.33,0,0,0
223.1,131.1,11,0,0.33,0,0,0
223.1,137.1,9,0,0.66,0,0,0
223.1,139.1,7,0,0.66,0,0,0
223.1,149.1,6,0,0.66,0,0,0
223.1,151.1,6,0,0.66,0,0,0
223.1,157.1,6,0,0.66,0,0,0
223.1,179.1,15,0,0.33,0,0,0
223.1,181.1,15,0,0.33,0,0,0
223.1,191.1,11,0,0.33,0,0,0
223.1,193.1,10,0,0.66,0,0,0
223.1,197.1,7,0,0.66,0,0,0
223.1,197.2,7,0,0.66,0,0,0
223.1,204073.1,4,1,0.9,1,1,2.5
223.1,211.1,4,0,0.8,0,0,0
223.1,227.01,4,0,0.8,0,0,0
227.01,29.4,14,0,0.33,0,0,0
227.01,29.5,9,0,0.66,0,0,0
227.01,29.6,7,0,0.33,0,0,0
227.01,31.5,14,0,0.33,0,0,0
227.01,31.6,9,0,0.66,0,0,0
227.01,31.7,7,0,0.66,0,0,0
227.01,71.1,14,0,0.33,0,0,0
227.01,73.1,11,0,0.33,0,0,0
227.01,79.1,9,0,0.66,0,0,0
227.01,83.1,9,0,0.66,0,0,0
227.01,89.1,7,0,0.66,0,0,0
227.01,131.1,15,0,0.33,0,0,0
227.01,137.1,14,0,0.33,0,0,0
227.01,139.1,12,0,0.33,0,0,0
227.01,149.1,9,0,0.66,0,0,0
227.01,151.1,9,0,0.66,0,0,0
227.01,157.1,8,0,0.66,0,0,0
227.01,191.1,14,0,0.33,0,0,0
227.01,193.1,14,0,0.33,0,0,0
227.01,197.1,10,0,0.66,0,0,0
227.01,197.2,10,0,0.66,0,0,0
227.01,204073.1,7,1,1,1,0,20
227.01,211.1,4,0,0.8,0,0,0
227.01,223.1,4,0,0.8,0,0,0
